No.  Input_img    Ref_img    IdentityIssame     Expression_actual    Expression_require    Expression_ref    ExpressionIsrequire
11  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/001/S089_001_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/001/S089_001_00000001.png  True  7  7  0  True
12  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000016.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000001.png  True  7  7  0  True
13  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000016.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000001.png  True  7  7  0  True
14  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/001/S084_001_00000010.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000001.png  True  7  7  0  True
15  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/001/S084_001_00000008.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/001/S084_001_00000001.png  True  7  7  0  True
16  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000001.png  True  5  5  0  True
17  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000010.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000001.png  True  7  7  0  True
18  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000001.png  True  5  5  0  True
19  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000001.png  True  7  7  0  True
20  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000010.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  True  5  5  0  True
21  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000010.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  True  7  7  0  True
22  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000010.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000001.png  True  5  5  0  True
23  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000001.png  True  7  7  0  True
24  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000015.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000001.png  True  5  5  0  True
25  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000001.png  True  7  7  0  True
26  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000001.png  True  5  5  0  True
27  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000001.png  True  7  7  0  True
28  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/008/S081_008_00000001.png  True  7  7  0  True
29  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/002/S081_002_00000001.png  True  7  7  0  True
30  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000001.png  True  7  7  0  True
31  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000016.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/008/S080_008_00000001.png  True  7  7  0  True
32  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/005/S080_005_00000001.png  True  7  7  0  True
33  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000001.png  True  7  7  0  True
34  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000001.png  True  5  5  0  True
35  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000013.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/007/S082_007_00000001.png  True  7  7  0  True
36  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/005/S082_005_00000001.png  True  7  7  0  True
37  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000013.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000001.png  True  7  7  0  True
38  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000001.png  True  7  5  0  False
39  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000001.png  True  5  7  0  False
40  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/004/S085_004_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/004/S085_004_00000001.png  True  0  5  0  False
41  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/004/S085_004_00000001.png  True  5  7  0  False
42  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/004/S085_004_00000016.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000001.png  True  3  5  0  False
43  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000001.png  True  0  7  0  False
44  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/001/S089_001_00000015.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/003/S089_003_00000001.png  True  7  5  0  False
45  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000021.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/003/S089_003_00000001.png  True  5  7  0  False
46  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/003/S089_003_00000036.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000001.png  True  1  5  0  False
47  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000001.png  True  0  7  0  False
48  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/003/S089_003_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/001/S089_001_00000001.png  True  0  5  0  False
49  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/001/S089_001_00000001.png  True  5  7  0  False
50  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000020.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000001.png  True  3  5  0  False
51  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000020.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000001.png  True  3  7  0  False
52  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000001.png  True  0  5  0  False
53  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000001.png  True  3  7  0  False
54  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000021.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000001.png  True  4  5  0  False
55  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000022.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000001.png  True  4  7  0  False
56  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000022.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/001/S084_001_00000001.png  True  4  5  0  False
57  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000022.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/001/S084_001_00000001.png  True  4  7  0  False
58  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S148/002/S148_002_00000015.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S148/002/S148_002_00000001.png  True  2  5  0  False
59  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S148/002/S148_002_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S148/002/S148_002_00000001.png  True  0  7  0  False
60  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S149/002/S149_002_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S149/002/S149_002_00000001.png  True  0  5  0  False
61  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S149/002/S149_002_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S149/002/S149_002_00000001.png  True  0  7  0  False
62  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000001.png  True  3  5  0  False
63  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000001.png  True  0  7  0  False
64  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000001.png  True  1  5  0  False
65  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000001.png  True  0  7  0  False
66  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000016.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  True  1  5  0  False
67  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  True  3  7  0  False
68  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000015.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000001.png  True  1  5  0  False
69  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000001.png  True  3  7  0  False
70  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000001.png  True  7  5  0  False
71  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000001.png  True  0  7  0  False
72  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000001.png  True  7  5  0  False
73  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000001.png  True  5  7  0  False
74  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/008/S081_008_00000001.png  True  7  5  0  False
75  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/008/S081_008_00000009.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/008/S081_008_00000001.png  True  3  7  0  False
76  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/002/S081_002_00000001.png  True  7  5  0  False
77  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/002/S081_002_00000022.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/002/S081_002_00000001.png  True  6  7  0  False
78  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000001.png  True  7  5  0  False
79  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/008/S081_008_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000001.png  True  3  7  0  False
80  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/008/S080_008_00000008.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/008/S080_008_00000001.png  True  3  5  0  False
81  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/005/S080_005_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/008/S080_008_00000001.png  True  6  7  0  False
82  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/005/S080_005_00000001.png  True  0  5  0  False
83  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/008/S080_008_00000009.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/005/S080_005_00000001.png  True  3  7  0  False
84  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/005/S080_005_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000001.png  True  6  5  0  False
85  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/005/S080_005_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000001.png  True  6  7  0  False
86  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000001.png  True  0  5  0  False
87  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000001.png  True  5  7  0  False
88  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/007/S082_007_00000008.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/007/S082_007_00000001.png  True  3  5  0  False
89  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/007/S082_007_00000009.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/007/S082_007_00000001.png  True  3  7  0  False
90  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/005/S082_005_00000001.png  True  0  5  0  False
91  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/005/S082_005_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/005/S082_005_00000001.png  True  1  7  0  False
92  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/007/S082_007_00000009.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000001.png  True  3  5  0  False
93  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/007/S082_007_00000001.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000001.png  True  0  7  0  False
94  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000001.png  False  5  5  0  True
95  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000001.png  False  7  7  0  True
96  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/004/S085_004_00000001.png  False  5  5  0  True
97  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/004/S085_004_00000001.png  False  7  7  0  True
98  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000001.png  False  5  5  0  True
99  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000009.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000001.png  False  7  7  0  True
100  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/003/S089_003_00000001.png  False  5  5  0  True
101  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/003/S089_003_00000001.png  False  7  7  0  True
102  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000001.png  False  5  5  0  True
103  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000013.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000001.png  False  7  7  0  True
104  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000013.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/001/S089_001_00000001.png  False  5  5  0  True
105  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/001/S089_001_00000001.png  False  7  7  0  True
106  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000001.png  False  5  5  0  True
107  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/004/S088_004_00000001.png  False  7  7  0  True
108  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000013.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000001.png  False  5  5  0  True
109  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S088/001/S088_001_00000001.png  False  7  7  0  True
110  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000001.png  False  5  5  0  True
111  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/002/S084_002_00000001.png  False  7  7  0  True
112  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000013.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/001/S084_001_00000001.png  False  5  5  0  True
113  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S084/001/S084_001_00000001.png  False  7  7  0  True
114  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000020.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S148/002/S148_002_00000001.png  False  5  5  0  True
115  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S148/002/S148_002_00000001.png  False  7  7  0  True
116  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S149/002/S149_002_00000001.png  False  5  5  0  True
117  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S149/002/S149_002_00000001.png  False  7  7  0  True
118  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000015.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000001.png  False  5  5  0  True
119  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S080/001/S080_001_00000017.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/004/S087_004_00000001.png  False  7  7  0  True
120  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000013.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000001.png  False  5  5  0  True
121  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000015.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/007/S087_007_00000001.png  False  7  7  0  True
122  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000014.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  False  5  5  0  True
123  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/003/S085_003_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/005/S087_005_00000001.png  False  7  7  0  True
124  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000019.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000001.png  False  5  5  0  True
125  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/001/S081_001_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000001.png  False  7  7  0  True
126  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S083/003/S083_003_00000018.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000001.png  False  5  5  0  True
127  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000009.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/002/S086_002_00000001.png  False  7  7  0  True
128  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000021.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000001.png  False  5  5  0  True
129  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S087/001/S087_001_00000011.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S086/001/S086_001_00000001.png  False  7  7  0  True
130  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S085/002/S085_002_00000012.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/008/S081_008_00000001.png  False  5  5  0  True
131  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S082/001/S082_001_00000015.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/008/S081_008_00000001.png  False  7  7  0  True
132  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S089/002/S089_002_00000021.png  /data/zming/datasets/CK+/CK+_mtcnnpy_182_160/S081/002/S081_002_00000001.png  False  5  5  0  True
